stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon
6575,,GEDEON LEITE DF 2925 ,,-30.145629,-51.175987
6114,,GEDEON LEITE 3325 ,,-30.142342,-51.175352
6574,,GEDEON LEITE DF 2875 ,,-30.146319,-51.175719
6573,,GEDEON LEITE 1530 ,,-30.151202,-51.177705
2375,,GEDEON LEITE DF 2805 ,,-30.147057,-51.175416
283,,GEDEON LEITE DF 819 ,,-30.154064,-51.182546
282,,GEDEON LEITE 859 ,,-30.153938,-51.182079
281,,GEDEON LEITE AL 624 ,,-30.155713,-51.182998
6571,,GEDEON LEITE DF 624 ,,-30.155569,-51.182909
278,,GEDEON LEITE 615 ,,-30.156121,-51.182931
276,,GEDEON LEITE 393 ,,-30.158469,-51.182988
6570,,GEDEON LEITE DF 595 ,,-30.156438,-51.183022
275,,GEDEON LEITE 390 ,,-30.158443,-51.183071
6569,,GEDEON LEITE DF 235 ,,-30.159809,-51.183102
272,,GEDEON LEITE 225 ,,-30.159931,-51.18302
271,,GEDEON LEITE 105 ,,-30.161181,-51.183057
270,,GEDEON LEITE NN 90/DF 99 ,,-30.161218,-51.183141
6568,,MONTE CRISTO DF 1018 ,,-30.122478,-51.220111
494,,WENCESLAU ESCOBAR 3229 ,,-30.116328,-51.25371
740,,LIBERAL 1010 ,,-30.114594,-51.243508
640,,LIBERAL 840 ,,-30.115103,-51.245002
5241,,FARRAPOS 464 ,,-30.025032,-51.215143
326,,EDGAR PIRES DE CASTRO 3175/DF 3130 ,,-30.158401,-51.161251
5039,,NOSSA SENHORA DE LOURDES 381 ,,-30.114626,-51.251374
538,,NOSSA SENHORA DE LOURDES DF 327 ,,-30.113944,-51.251606
550,,JOSE GOMES 390 ,,-30.107775,-51.249726
6270,,NOSSA SENHORA DE LOURDES 189 ,,-30.112789,-51.252265
549,,JOSE GOMES DF ESCOLA ,,-30.108161,-51.249637
387,,EDGAR PIRES DE CASTRO 5800 ,,-30.176828,-51.144313
1254,,MARECHAL MESQUITA ESQ. AV.CLEM. BA ,,-30.08433,-51.208494
6096,,GAURAMA 187 ,,-30.099047,-51.228354
639,,LIBERAL 638 ,,-30.115675,-51.246539
638,,LIBERAL NN 643/DF 658 ,,-30.115673,-51.246329
6075,,LIBERAL 879 ,,-30.115059,-51.24469
641,,LIBERAL 1015 ,,-30.114663,-51.243484
904,,LIBERAL 3092 ,,-30.109857,-51.230373
743,,LIBERAL AL 1116/DF 1115 ,,-30.114214,-51.242423
1063,,DR PITREZ 224 ,,-30.143664,-51.211139
3687,,FARRAPOS 4700 POSTO BR,,-29.996929,-51.191425
5552,,FARRAPOS 4211 ,,-29.997434,-51.195554
3688,,FARRAPOS 4785 ,,-29.996671,-51.19056
5240,,FARRAPOS DF 4211 ,,-29.997389,-51.196212
3655,,FARRAPOS METROP/CONORTE ,,-29.997418,-51.196824
5785,,FARRAPOS T2/T2A ,,-29.99741,-51.19665
3650,,FARRAPOS 3857 ,,-29.9989,-51.198101
3609,,FARRAPOS 3452 ,,-30.002266,-51.1995
3608,,FARRAPOS DF 3345 ,,-30.003479,-51.199972
3611,,FARRAPOS 3601 ,,-30.001413,-51.199101
3607,,FARRAPOS 3301 ,,-30.003747,-51.199989
3567,,FARRAPOS DF 3045 ,,-30.006008,-51.200943
3563,,FARRAPOS 2955 ,,-30.006864,-51.201186
3562,,FARRAPOS 2818 ,,-30.007767,-51.201626
5242,,FARRAPOS 2664 ,,-30.009141,-51.202157
5247,,FARRAPOS 2643 ,,-30.009485,-51.202201
3544,,FARRAPOS 2234 ,,-30.012742,-51.203563
3546,,FARRAPOS 2377 ,,-30.011806,-51.203094
5246,,FARRAPOS 2181 ,,-30.013058,-51.203662
3533,,FARRAPOS 1811 ,,-30.015693,-51.206407
5244,,FARRAPOS DF 1779 ESQ ALVARO CHAVES,,-30.015994,-51.206879
3532,,FARRAPOS 1714 ,,-30.016365,-51.207313
5243,,FARRAPOS 2206 ,,-30.013067,-51.203765
2204,,FARRAPOS 1215 ,,-30.019925,-51.210363
2201,,FARRAPOS DF 1057 ,,-30.021047,-51.211203
2193,,FARRAPOS AL 827 ,,-30.02279,-51.21277
6567,,FARRAPOS 700 ,,-30.023726,-51.2138
2192,,FARRAPOS DF 700 ,,-30.023725,-51.21369
5245,,FARRAPOS 1326 ,,-30.019188,-51.209979
2189,,FARRAPOS 558 ,,-30.024694,-51.214762
1664,,FARRAPOS 285 ,,-30.02612,-51.216503
1660,,FARRAPOS 64 ,,-30.026507,-51.218536
6001,,FARRAPOS 312 ,,-30.026013,-51.216473
3463,,TEN ARY TARRAGO 2690 ,,-30.018529,-51.131263
1252,,COSTA LIMA 564 ,,-30.08743,-51.209629
1072,,DR PITREZ AL 796 ,,-30.138249,-51.209672
4066,,DONA ALZIRA DF 655 ,,-30.004332,-51.138237
1615,,JOSE DO PATROCINIO DF 1280 METROPLAN,,-30.044841,-51.218209
1613,,JOSE DO PATROCINIO 987 ,,-30.042922,-51.220047
1601,,JOSE DO PATROCINIO AL 847 ,,-30.041852,-51.221117
1582,,JOSE DO PATROCINIO DF 230 ,,-30.037598,-51.225545
516,,COPACABANA DF 255 ,,-30.105237,-51.258578
515,,COPACABANA 255 ,,-30.105339,-51.258682
513,,COPACABANA NN 41/DF 40 ,,-30.105775,-51.260341
1864,,MONSENHOR VERAS 493 ,,-30.049403,-51.200664
5147,,DR JOAO DENTICE NN 530/AL 840 ,,-30.162594,-51.139144
1073,,DR PITREZ 924 ,,-30.137398,-51.209478
6565,,EDGAR PIRES DE CASTRO 9239 ,,-30.195766,-51.12884
5683,,GEN SALUSTIANO DF 388 ,,-30.035109,-51.240052
6564,,OTAVIANO PINTO 258 ,,-30.215825,-51.050307
3921,,ALIANCA 357 ,,-30.007074,-51.154528
6563,,SAO JOAO-CEL APARICIO BORGES DF 55 ,,-30.073905,-51.181422
2199,,CRISTOVAO COLOMBO 718 ,,-30.02435,-51.21098
2200,,CRISTOVAO COLOMBO 771 ,,-30.024042,-51.210495
2138,,DOMINGOS CRESCENCIO 708/DF 709 ,,-30.047177,-51.203293
2137,,DOMINGOS CRESCENCIO 687 ,,-30.047399,-51.203529
2133,,LEOPOLDO BIER DF 798 ,,-30.044943,-51.204875
3389,,NILO RUSCHEL AL 483 DF PRAÇA,,-30.036949,-51.132034
3143,,BENTO GONCALVES DF 6647 ,,-30.066286,-51.150341
2810,,BENTO GONCALVES 6117 RAMPA COMPENSADOS,,-30.065211,-51.154511
2782,,BENTO GONCALVES  ,,-30.063409,-51.159812
2811,,BENTO GONCALVES 6146 RAMPA COMPENSADOS,,-30.065184,-51.154193
2781,,BENTO GONCALVES 5690 EE CALDAS JÚNIOR,,-30.063608,-51.159264
3142,,BENTO GONCALVES 6647 ,,-30.066668,-51.150432
920,,GREGORIO PEREZ 255 ,,-30.107022,-51.225338
6243,,TORQUATO SEVERO ESQ. JAIME VIGNO ,,-29.979652,-51.175038
3459,,TEN ARY TARRAGO AL 2500 ,,-30.02014,-51.131334
3388,,NILO RUSCHEL DF 483/500 NA PRAÇA,,-30.03692,-51.132109
6545,,FARIA LOBATO AL 904 ,,-29.984272,-51.126339
2175,,GARIBALDI 816 ,,-30.027955,-51.214988
2442,,PROF OSCAR PEREIRA HOSPITAL HOSPITAL PARQUE BELÉM,,-30.106166,-51.173103
5473,,PROF OSCAR PEREIRA HOSPITAL HOSPITAL PARQUE BELÉM,,-30.105935,-51.172994
2443,,PROF OSCAR PEREIRA 7790 ,,-30.104628,-51.172515
2444,,PROF OSCAR PEREIRA DF 7790 ,,-30.104343,-51.172493
2445,,PROF OSCAR PEREIRA 7850 ,,-30.103683,-51.171879
2448,,PROF OSCAR PEREIRA 7401 ,,-30.102333,-51.171851
2451,,PROF OSCAR PEREIRA 7086 ,,-30.09939,-51.172808
2450,,PROF OSCAR PEREIRA AL 7135 ,,-30.099867,-51.172843
2449,,PROF OSCAR PEREIRA 7490 ,,-30.101812,-51.172086
2446,,PROF OSCAR PEREIRA DF 6886 ,,-30.098383,-51.174407
2447,,PROF OSCAR PEREIRA 6906 ,,-30.098377,-51.174249
2464,,PROF OSCAR PEREIRA 6720 ,,-30.097672,-51.175959
2460,,PROF OSCAR PEREIRA 6336 ,,-30.096334,-51.177732
2459,,PROF OSCAR PEREIRA DF 6336 ,,-30.096339,-51.177824
6560,,SAO CAETANO 1601 ,,-30.18176,-51.077585
5753,,SAO CAETANO 2002/2004 RESERVA INDÍGENA,,-30.17997,-51.067961
72,,RETIRO DA PONTA GROSSA 3541 ,,-30.184996,-51.209548
3208,,BENTO GONCALVES DF 9935 ,,-30.078325,-51.118945
3206,,BENTO GONCALVES 9483 ,,-30.076789,-51.123227
3205,, 9500 ENTRADA COLÉGIO APLICAÇÃO - UFRGS,,-30.075914,-51.124634
3197,,BENTO GONCALVES 8855 ,,-30.076745,-51.129393
3201,,BENTO GONCALVES DF 9099 ,,-30.076859,-51.127053
3196,,BENTO GONCALVES DF 8843 ,,-30.076622,-51.129599
3207,,BENTO GONCALVES DF 9493 ,,-30.076733,-51.123116
3200,,BENTO GONCALVES 9099 ,,-30.076931,-51.127059
3149,,BENTO GONCALVES AL 8333 ,,-30.075216,-51.134515
3150,,BENTO GONCALVES 8426 ,,-30.074946,-51.134852
3152,,BENTO GONCALVES 7712 ,,-30.071866,-51.139609
3147,,BENTO GONCALVES 7235 ,,-30.069197,-51.14325
3148,,BENTO GONCALVES 7500 ,,-30.068987,-51.143547
3146,,BENTO GONCALVES 6926 ,,-30.068018,-51.146542
3145,,BENTO GONCALVES 6881 ,,-30.067952,-51.146946
3151,,BENTO GONCALVES DF 7712 ,,-30.071857,-51.139745
2695,,BENTO GONCALVES 3626 ,,-30.063599,-51.178855
2696,,BENTO GONCALVES 3819 ,,-30.062834,-51.178051
5601,,BENTO GONCALVES 3480 ,,-30.06459,-51.181402
2025,,BENTO GONCALVES 2941 ,,-30.063199,-51.185856
2023,,BENTO GONCALVES 3080 8º BATALHÃO DE LOGÍSTICA,,-30.063399,-51.185326
5658,,BENTO GONCALVES 2695 ,,-30.06206,-51.188153
5600,,BENTO GONCALVES 2673 ,,-30.061941,-51.188403
2014,,BENTO GONCALVES 2460/DF 2551 ,,-30.061371,-51.189397
2022,,BENTO GONCALVES DF 2727 ,,-30.062291,-51.187492
1978,,BENTO GONCALVES 2018 ,,-30.058602,-51.194104
1979,,BENTO GONCALVES 2199 ,,-30.059436,-51.19283
1983,,BENTO GONCALVES 1638 ,,-30.056534,-51.197358
1854,,BENTO GONCALVES 1515 ,,-30.05512,-51.199261
1981,,BENTO GONCALVES 1272/DF 1275 ,,-30.05432,-51.200116
5595,,BENTO GONCALVES 1015 ,,-30.053384,-51.202979
1845,,BENTO GONCALVES DF 880 ESCOLINHA GIRAFINHA,,-30.05282,-51.204522
1984,,BENTO GONCALVES 1781 ,,-30.057237,-51.196377
5539,,BENTO GONCALVES 587/AL 583 ,,-30.051892,-51.207038
5538,,BENTO GONCALVES 461 ,,-30.051423,-51.208413
1802,,BENTO GONCALVES 343 ,,-30.051143,-51.209632
1844,,BENTO GONCALVES DF 725/717 ,,-30.052382,-51.205508
6559,,FARIA LOBATO 1120 ,,-29.984145,-51.123635
6558,,FARIA LOBATO DF 1120 ,,-29.984213,-51.123452
4390,,SAO CAETANO DF 1976 ,,-30.181196,-51.073189
4388,,SAO CAETANO 1613 ,,-30.182768,-51.07826
4387,,SAO CAETANO DF 1600 FAZENDA DAS FIGUEIRAS,,-30.182837,-51.078388
4386,,SAO CAETANO 2933 ,,-30.187934,-51.082222
4382,,SAO CAETANO 1203/DF 1230 ,,-30.190135,-51.086406
4379,,SAO CAETANO 975 ,,-30.190626,-51.087406
4322,,SAO CAETANO 200 ,,-30.218399,-51.098027
4323,,SAO CAETANO 117/DF 244 ,,-30.21773,-51.097652
4366,,SAO CAETANO SN ,,-30.207949,-51.090845
4781,,PARAISO DF 57 ,,-30.046615,-51.085256
5225,,B UM LOT DO BOSQUE 323 DMAE,,-29.987178,-51.092844
5878,,BALTAZAR DE OLIVEIRA GARCIA S/N ,,-30.014771,-51.100273
2791,,IPIRANGA 7348 MODA CASA,,-30.055464,-51.164658
2795,,IPIRANGA 7635 LOJAS TODESCHINI,,-30.056015,-51.160975
4367,,TAQUARA 2150 ,,-30.195098,-51.098732
4370,,TAQUARA 2222 ,,-30.190261,-51.094438
6555,,TAQUARA 1516 ,,-30.198255,-51.10224
4362,,TAQUARA 1109 ,,-30.199083,-51.104548
6554,,TAQUARA DF 1414 ,,-30.198849,-51.103152
4360,,TAQUARA 1029 ,,-30.200643,-51.108242
4359,,TAQUARA 673 ,,-30.201099,-51.109598
4356,,TAQUARA 201/DMAE 443 ,,-30.202677,-51.112363
1568,,WASHINGTON LUIZ 815 ,,-30.036703,-51.232467
1518,,WASHINGTON LUIZ DF 608 ESCOLA TECNICA PAROBE,,-30.036291,-51.234303
1513,,WASHINGTON LUIZ DF 388 ,,-30.036031,-51.236193
1514,,WASHINGTON LUIZ 370 ,,-30.036015,-51.236547
1508,,WASHINGTON LUIZ 238 ESQ. GEN VASCO ALVES,,-30.036254,-51.237989
1507,,WASHINGTON LUIZ DF 152 ,,-30.036367,-51.238774
1510,,WASHINGTON LUIZ DF 258 ,,-30.036267,-51.237608
1503,,WASHINGTON LUIZ 70 ,,-30.036035,-51.239574
1364,,CORREA LIMA 1831 ,,-30.072279,-51.230797
1365,,CORREA LIMA 1790 ,,-30.07217,-51.229985
1371,,CORREA LIMA 1551 ,,-30.07125,-51.228072
1366,,CORREA LIMA DF 1642 ,,-30.071677,-51.229239
1382,,CORREA LIMA DF 1238 CLARO DIGITAL,,-30.069507,-51.224767
1411,,CORREA LIMA 1101 ,,-30.067965,-51.224285
1412,,CORREA LIMA 825 ,,-30.066712,-51.224002
1463,,CORREA LIMA 720 ,,-30.065403,-51.223541
1462,,CORREA LIMA 715 ,,-30.065199,-51.223568
1465,,CORREA LIMA 573 ,,-30.064111,-51.223256
1464,,CORREA LIMA 640 ,,-30.064403,-51.223257
1477,,CORREA LIMA DF 127 CPOER,,-30.061556,-51.220324
4031,,JOAQUIM SILVEIRA 200 ,,-30.007869,-51.142876
1466,,CORREA LIMA 181 ,,-30.061737,-51.220871
4032,,JOAQUIM SILVEIRA 305 ,,-30.007141,-51.142717
4058,,JOAQUIM SILVEIRA 479 ,,-30.005682,-51.142568
6553,,JOAQUIM SILVEIRA 396 ,,-30.006449,-51.142724
4062,,JOAQUIM SILVEIRA AL 781 ENFRENTE A GKN,,-30.002974,-51.142307
4063,,JOAQUIM SILVEIRA DF 791 ,,-30.00268,-51.14239
4065,,JOAQUIM SILVEIRA 1015 ,,-30.000817,-51.142404
4064,,JOAQUIM SILVEIRA 984 ,,-30.001019,-51.142473
4059,,JOAQUIM SILVEIRA 554 ,,-30.0047,-51.14255
6552,,JOAQUIM SILVEIRA EF 1288 ,,-29.998128,-51.142548
3466,,G JARDIM PASSO DAS PEDRAS II 172 ,,-30.023797,-51.128016
4096,,JOAQUIM SILVEIRA EF 1288 ,,-29.998135,-51.142628
3454,,G JARDIM PASSO DAS PEDRAS II 105/107 IGREJA ASSEMBLEIA DE DEUS,,-30.025815,-51.128624
3453,,G JARDIM PASSO DAS PEDRAS II 124 CONSTRUTORA COQUEIROS,,-30.025997,-51.12877
3465,,G JARDIM PASSO DAS PEDRAS II 147/149 MINIMERCADO JAPAO,,-30.023992,-51.127981
3385,,NILO RUSCHEL 175 ,,-30.039711,-51.132294
6551,,NILO RUSCHEL 174 ,,-30.039818,-51.132386
3394,,NILO RUSCHEL 672 ,,-30.034831,-51.131913
3395,,NILO RUSCHEL DF 672 PRACA QUADRA DE FUTEBOL,,-30.034816,-51.131828
3396,,NILO RUSCHEL 818 ,,-30.033573,-51.131965
3397,,NILO RUSCHEL 911 ,,-30.033894,-51.131852
3425,,JOAO DALLEGRAVE 219-A ,,-30.037054,-51.122365
3476,,ANA AURORA DO AMARAL LISBOA 219 ,,-30.017945,-51.127513
3477,,ANA AURORA DO AMARAL LISBOA 95 ,,-30.016805,-51.127443
3428,,JOAO DALLEGRAVE DF 275 ,,-30.036465,-51.123894
3419,,PROTASIO ALVES 8652 ,,-30.039488,-51.125111
4732,,SARGENTO SILVIO DELMAR HOLLENBACH DF 300 PRAÇA,,-30.018908,-51.109615
2609,,CAPITAO CARLOS LAMARCA 167 ,,-30.088117,-51.124002
2610,,CAPITAO CARLOS LAMARCA AL 35 ,,-30.088065,-51.122447
5948,,JORGE PEREIRA NUNES 4525 CHÁCARA RECANTO DO SABIÁ,,-30.148171,-51.178779
2374,,JORGE PEREIRA NUNES 2500 ,,-30.142796,-51.183477
1173,,JORGE PEREIRA NUNES 1320 ,,-30.132045,-51.190393
5947,,JORGE PEREIRA NUNES 1423 ,,-30.13205,-51.190585
1263,,BELEM VELHO DF 3580 ,,-30.110242,-51.196487
1267,,BELEM VELHO DF 4000 ,,-30.112906,-51.192469
700,,FAMILIA GONCALVES CARNEIRO 214 ,,-30.115016,-51.228271
1718,,TERESOPOLIS 2080 ,,-30.072024,-51.208542
1884,,COMENDADOR ANTONIO FONTOURA 213 ,,-30.077767,-51.196479
1877,,COMENDADOR ANTONIO FONTOURA 85 ,,-30.078782,-51.197459
6127,,HERVAL 41 ,,-30.094146,-51.177596
2465,,HERVAL 123/DMAE 142 ,,-30.093609,-51.177082
1337,,JAGUARI 20 ,,-30.081311,-51.234126
1831,,PADRE ANTONIO VIEIRA 215 ,,-30.060278,-51.202623
1838,,GUILHERME SCHELL 640 ,,-30.056979,-51.208002
3627,,LUZITANA 826 ,,-30.015743,-51.183988
3686,,CEARA 463 ,,-30.000024,-51.191087
2361,,CARLOS GOMES 80 ,,-30.022506,-51.184088
3363,,ISRAEL WOLF DF 296 ,,-30.02887,-51.136953
2952,,DOM PEDRITO 545 ,,-30.017543,-51.175832
3766,,DOM PEDRITO 397 ,,-30.016325,-51.17631
3765,,DOM PEDRITO DF 212 ,,-30.014754,-51.176598
3769,,DOM PEDRITO 33 ,,-30.013086,-51.176944
4005,,PROF EMETERIO GARCIA FERNANDEZ DF 324 ,,-30.012694,-51.149514
3902,,PROF EMETERIO GARCIA FERNANDEZ 63 ,,-30.012658,-51.151409
3947,,PEDRO LESSA ESQ R DIAMANTINA ESQ.DIAMANTINA,,-29.998967,-51.157166
6550,,PEDRO LESSA AL 48 ,,-29.999367,-51.15554
2,,BEIRA RIO DF 919 ,,-30.213156,-51.194555
80,,BEIRA RIO 1135 ,,-30.212502,-51.196559
81,,BEIRA RIO 1915 ,,-30.208387,-51.196653
471,,JOAO ANTONIO SILVEIRA 2591 ,,-30.152237,-51.135004
1538,,AURELIANO DE FIGUEIREDO PINTO 80 DECA,,-30.042314,-51.232223
3036,,ISRAEL DF 200 ,,-30.039711,-51.156636
436,,ENG OSCAR DE OLIVEIRA RAMOS DF 1343 ,,-30.15006,-51.145606
3035,,ISRAEL 150 PRAÇA,,-30.039535,-51.157096
437,,ENG OSCAR DE OLIVEIRA RAMOS SN ,,-30.147745,-51.144432
401,,I VILA CHACARA DO BANCO 50 ,,-30.166858,-51.139103
432,,ENG OSCAR DE OLIVEIRA RAMOS 1265 ,,-30.150708,-51.14587
402,,I VILA CHACARA DO BANCO 150/DMAE 106 ,,-30.166882,-51.139019
461,,SILVIO R SIRANGELO 226 ,,-30.152885,-51.140497
465,,NISIA FLORESTA 27 ,,-30.148524,-51.140809
464,,NISIA FLORESTA DF 27 ,,-30.148431,-51.140832
427,,GOVERNADOR PERACCHI BARCELLOS DF 4388 ,,-30.151109,-51.150059
440,,NISIA FLORESTA 3093 ,,-30.147607,-51.142687
2898,,JORDAO 460 ,,-30.042347,-51.167518
2896,,JORDAO AL 241 ,,-30.042304,-51.169221
3421,,PADRE MAXIMO COGHETTO 155 ,,-30.037007,-51.126012
6126,,PADRE MAXIMO COGHETTO DF 155 ,,-30.037139,-51.126221
2897,,JORDAO 459 IND E COMERC DE GELO,,-30.04242,-51.167497
3426,,PADRE MAXIMO COGHETTO AL 320 ,,-30.036654,-51.12441
3450,,MARIO MENEGHETTI 800 ,,-30.032185,-51.12678
3449,,MARIO MENEGHETTI 704 ,,-30.032299,-51.127785
3984,,TORQUATO SEVERO DF 111 ,,-29.979065,-51.177026
3408,,MARIO MENEGHETTI 514 ,,-30.032874,-51.129571
3448,,MARIO MENEGHETTI 679 ,,-30.032344,-51.127538
3407,,MARIO MENEGHETTI 515/525 ,,-30.032952,-51.129563
3398,,MARIO MENEGHETTI 395 ,,-30.033213,-51.130901
3391,,MARIO MENEGHETTI 151 ,,-30.033351,-51.13282
6549,,MARIO MENEGHETTI 404/408 ,,-30.033128,-51.130727
3300,,MARIO MENEGHETTI 57 ,,-30.033486,-51.134649
4603,,CONTINENTAL-LOMBA DO PINHEIRO 640 ,,-30.110204,-51.104333
4606,,CONTINENTAL-LOMBA DO PINHEIRO DF 785 ,,-30.10879,-51.103323
4133,,GOMES DE CARVALHO 48 ,,-30.012364,-51.127061
3479,,GOMES DE CARVALHO 510 POSTO DE SAUDE PASSO DAS PEDRAS,,-30.016838,-51.126683
4281,,ALCIDES MAIA 1025 ,,-29.981279,-51.12667
4278,,ALCIDES MAIA 747 ,,-29.983531,-51.126502
4277,,ALCIDES MAIA 796 ,,-29.98335,-51.126597
4251,,ALCIDES MAIA 299 ,,-29.987852,-51.126169
4248,,ALCIDES MAIA 98 ,,-29.989921,-51.126101
4134,,GOMES DE CARVALHO 55 ,,-30.012198,-51.127135
4174,,DANTE ANGELO PILLA AL 97 ,,-30.013852,-51.118919
35,,ORLEAES 790/800 ,,-30.16288,-51.221902
33,,ORLEAES 560 ,,-30.162722,-51.224187
19,,ORLEAES 595 ,,-30.162689,-51.224473
20,,ORLEAES DF 335/345 ,,-30.160883,-51.225088
21,,ORLEAES 315/325 ,,-30.16077,-51.225218
22,,ORLEAES 85/95 ,,-30.158849,-51.225974
197,,JUCA BATISTA 10086 ,,-30.202811,-51.178799
4128,,GOMES DE CARVALHO 383 ,,-30.01491,-51.127293
4130,,GOMES DE CARVALHO 235 ,,-30.013653,-51.127217
5975,,FRANCISCO SILVEIRA BITENCOURT 811 ,,-29.99316,-51.119715
4353,,EDGAR PIRES DE CASTRO 10300 ,,-30.203216,-51.117368
5678,,CRUZEIRO DO SUL DF 1892 ,,-30.075207,-51.222263
333,,COSTA GAMA DF 5520 ,,-30.150311,-51.161369
2388,,COSTA GAMA 3260 ,,-30.137983,-51.168693
2389,,COSTA GAMA 3880 ,,-30.139132,-51.16737
2408,,COSTA GAMA 1306 ,,-30.124052,-51.173752
3108,,DR NILO PECANHA 3548 ,,-30.030825,-51.154903
3107,,DR NILO PECANHA 3637 ,,-30.030898,-51.154939
5493,,DR NILO PECANHA 2655 ,,-30.028142,-51.165659
6000,,DR NILO PECANHA 611 ,,-30.030295,-51.182795
3163,,COMENDADOR EDUARDO SECCO DF 200 ,,-30.058685,-51.145037
3164,,COMENDADOR EDUARDO SECCO 80 ,,-30.058622,-51.145079
2294,,DR NILO PECANHA DF 106 POSTO IPIRANGA,,-30.034625,-51.185156
1851,,TEIXEIRA DE FREITAS DF 143 PORTAO 3 COLEGIO LA SALLE STO ANTONIO,,-30.054713,-51.202812
1849,,TEIXEIRA DE FREITAS 378 ,,-30.057143,-51.203534
1817,,TEIXEIRA DE FREITAS 732 ,,-30.060116,-51.20442
1809,,TEIXEIRA DE FREITAS 910 ,,-30.061924,-51.204951
1832,,PADRE ANTONIO VIEIRA DF 61 ,,-30.058876,-51.202069
1833,,PADRE ANTONIO VIEIRA 25 ,,-30.058543,-51.202052
1822,,PADRE ANTONIO VIEIRA 462 ,,-30.062408,-51.203173
1942,,GEN JONATHAS BORGES FORTES AL 972 MINI MERCADO E ACOUGUE IRMAOS GROFF,,-30.075185,-51.187004
1940,,GEN JONATHAS BORGES FORTES 809 CONFECCOES E BAZAR ARCO IRIS,,-30.075416,-51.18835
1935,,GEN JONATHAS BORGES FORTES 601 ,,-30.075842,-51.190552
1902,,GEN JONATHAS BORGES FORTES 339 ESCOLA,,-30.076304,-51.193025
1894,,GEN JONATHAS BORGES FORTES 91 ,,-30.076965,-51.195941
2371,,JORGE PEREIRA NUNES 3010 ,,-30.144506,-51.181314
2372,,JORGE PEREIRA NUNES 2910 ,,-30.143565,-51.182688
1171,,JORGE PEREIRA NUNES DF 2399 ,,-30.14099,-51.18465
1175,,JORGE PEREIRA NUNES 1784 ,,-30.136583,-51.186326
1177,,JORGE PEREIRA NUNES 2310 ,,-30.138936,-51.185195
1169,,JORGE PEREIRA NUNES AL 1217 ,,-30.131413,-51.192408
1185,,JORGE PEREIRA NUNES 1007 ,,-30.130831,-51.193998
1168,,JORGE PEREIRA NUNES 1040 ,,-30.131287,-51.192544
1183,,JORGE PEREIRA NUNES 545 ,,-30.129927,-51.196437
1186,,JORGE PEREIRA NUNES 1020 ,,-30.130857,-51.19371
1182,,JORGE PEREIRA NUNES DF 432/AL 343 ,,-30.128873,-51.197978
1184,,JORGE PEREIRA NUNES AL 600 ,,-30.129847,-51.196426
1133,,JORGE PEREIRA NUNES 51 ,,-30.127497,-51.201374
1181,,JORGE PEREIRA NUNES DF 323 ,,-30.128478,-51.198403
1143,,BELEM VELHO 2294 ,,-30.115767,-51.20476
1142,,BELEM VELHO 2297/2301 ,,-30.11619,-51.204912
1217,,BELEM VELHO 2510 ,,-30.114358,-51.202834
1134,,JORGE PEREIRA NUNES DF 51 ,,-30.12742,-51.201396
1219,,BELEM VELHO 2661 ,,-30.113647,-51.201768
1220,,BELEM VELHO 2764 ,,-30.112835,-51.201532
5783,,BELEM VELHO 2491 ,,-30.11471,-51.203122
1260,,BELEM VELHO AL 3030 ,,-30.111306,-51.199506
1261,,BELEM VELHO DF 3240 ,,-30.11089,-51.198652
1265,,BELEM VELHO DF 3666 ,,-30.111582,-51.194357
1268,,BELEM VELHO 3910 ,,-30.112341,-51.19287
1269,,BELEM VELHO 4027 ,,-30.113807,-51.191414
1264,,BELEM VELHO 3616 ,,-30.111161,-51.194392
1190,,BELEM VELHO 4299 ,,-30.114987,-51.189415
1266,,BELEM VELHO AL 4076 ,,-30.113538,-51.19157
1192,,BELEM VELHO ESQ. KANAZAWA ,,-30.117353,-51.184538
1191,,BELEM VELHO 4330 ,,-30.114864,-51.18955
5777,,LUZITANA 648 ,,-30.014084,-51.184037
3629,,LUZITANA 272 ,,-30.010758,-51.184137
3628,,LUZITANA 496 ,,-30.012586,-51.184079
3630,,LUZITANA 96 ,,-30.008971,-51.18419
882,,UPAMAROTI 748 ,,-30.08714,-51.236833
1815,,MOYSES ANTUNES DA CUNHA ESQ CARLOS PESSO FUNDOS CONDOMINIO,,-30.058083,-51.207326
1839,,GUILHERME SCHELL 268 ESPM AGENCIA JUNIOR,,-30.054604,-51.207279
1841,,GUILHERME SCHELL 60 FUNDACAO CULTURAL GAUCHA,,-30.052672,-51.206714
2634,,TEN ARY TARRAGO PARTENON 246 SERRALHERIA,,-30.072268,-51.178054
2635,,TEN ARY TARRAGO (PARTENON) DF 246 ,,-30.072147,-51.178112
2636,,TEN ARY TARRAGO (PARTENON) 118 ,,-30.071507,-51.179253
2628,,TEN ARY TARRAGO PARTENON ESQ TEN CAMARGO ,,-30.070787,-51.180403
5519,,SANTA MARIA DF 57 ,,-30.063327,-51.167381
1104,,MONTE CRISTO 470 ,,-30.120073,-51.214464
1119,,MONTE CRISTO 152 ,,-30.118059,-51.208638
2474,,CANUDOS AL 88 ,,-30.09336,-51.175048
2119,,PRINCESA ISABEL 600 ,,-30.047936,-51.207621
1774,,OSWALDO ROLLA (FOGUINHO) 135 ,,-30.062242,-51.212634
1899,,INTENDENTE ALFREDO AZEVEDO 707 ,,-30.074664,-51.193857
